region,f1r1r1,f1r1r2,f1r2,f1r3r1,f1r3r2,f1r3r3,f1r3_3,f1r3_3r1,f1r3_3r2,f1r3_3r3,f1r3_3r4,f1r4,f1r5r1,f1r5r2,f1r6,f1r7,f1r8,f1r9,f1r9_1g1,f1r9_1g2,f1r10,f1r10_1,f1r10_2,f1r10_3,f1r11r1,f1r11r2,f1r12r1,f1r12r2,f1r13r1,f1r13r2,f1r13_1r1g1,f1r13_1r1g2,f1r13_1r1g3,f1r13_1r2g1,f1r13_1r2g2,f1r13_1r2g3,f1r13_1r3g1,f1r13_1r3g2,f1r13_1r3g3,f1r15,f1r16,f1r17,f1r18,f1r19,f1r19_1,f1r20,f1r21,f1r21_1,f1r22,f1r23g1,f1r23g2,f1r23g3,f1r23_1g1,f1r23_1g2,f1r23_1g3,f1r24g1,f1r24g2,f1r24g3,f1r25r1g1,f1r25r1g2,f1r25r1g3,f1r25r1g4,f1r25r2g1,f1r25r2g2,f1r25r2g3,f1r25r2g4,f1r25_1r1g1,f1r25_1r1g2,f1r25_1r1g3,f1r25_1r1g4,f1r25_1r1g5,f1r25_1r1g6,f1r25_1r1g7,f1r25_1r1g8,f1r25_1r1g9,f1r25_1r2g1,f1r25_1r2g2,f1r25_1r2g3,f1r25_1r2g4,f1r25_1r2g5,f1r25_1r2g6,f1r25_1r2g7,f1r25_1r2g8,f1r25_1r2g9,f1r25_2r1g1,f1r25_2r1g2,f1r25_2r1g3,f1r25_2r2g1,f1r25_2r2g2,f1r25_2r2g3,f1r25_3r1g1,f1r25_3r1g2,f1r25_3r1g3,f1r25_3r1g4,f1r25_3r1g5,f1r25_3r2g1,f1r25_3r2g2,f1r25_3r2g3,f1r25_3r2g4,f1r25_3r2g5,f1r25_4r1g1,f1r25_4r1g2,f1r25_4r1g3,f1r25_4r1g4,f1r25_4r1g5,f1r25_4r2g1,f1r25_4r2g2,f1r25_4r2g3,f1r25_4r2g4,f1r25_4r2g5,f1r26g1,f1r26g2,f1r26g3,f1r26g4,f1r26g5,f1r26g6,f1r27g1,f1r27g2,f1r27g3,f1r27g4,f1r27g5,f1r27g6,f1r28g1,f1r28g2,f1r28g3,f1r28g4,f1r28g5,f1r29,f1r29_1g1,f1r29_1g2,f1r29_1g3,f1r29_1g4,f1r30_1,f1r30_2,f1r30_3,f1r30_4,f1r30_5,f1r30_6,f1r30_7,f1r30_8,f1r30_9,f1r30_10,f1r30_11,f1r30_12,f1r31,f1r32r1,f1r32r2,f1r33g1,f1r33g2,f1r33g3,f1r33g4,f1r33g5,f1r34g1,f1r34g2,f1r34g3,f1r34g4,f1r35g1,f1r35g2,f1r36g1,f1r36g2,f1r37g1,f1r37g2,f1r38g1,f1r38g2,f1r38g3,f1r40,f1_1r5,f1_1r6,f1_1r9,f1_1r10,f1_1r11g1,f1_1r11g2,f1_1r12g1,f1_1r12g2,f1_1r12g3,f1_1r13g1,f1_1r13g2,f1_1r13g3,f1_1r13g4,f1_1r14g1,f1_1r14g2,f1_1r14g3,f1_1r15g1,f1_1r15g2,f1_1r16,f1_1r17g1,f1_1r17g2,f1_1r17g3,f1_1r18g1,f1_1r18g2,f1_1r18_1g1,f1_1r18_1g2,f1_1r19g1,f1_1r19g2,f1_1r20g1,f1_1r20g2,f1_1r21g1,f1_1r21g2,f1_1r22g1,f1_1r22g2,f1_1r23g1,f1_1r23g2,f1_1r23g3,f1_1r23g4,f1_1r24g1,f1_1r24g2,f1_1r25r1,f1_1r25r2,f1_1r25_1r1,f1_1r25_1r2,f1_1r26g1,f1_1r26g2,f1_1r27g1,f1_1r27g2,f1_1r28r1g1,f1_1r28r1g2,f1_1r28r1g3,f1_1r28r1g4,f1_1r28r1g5,f1_1r28r2g1,f1_1r28r2g2,f1_1r28r2g3,f1_1r28r2g4,f1_1r28r2g5,f1_1r29g1,f1_1r29g2,f1_1r29g3,f1_1r30g1,f1_1r30g2,f1_1r31g1,f1_1r31g2,f1_1r31g3,f1_1r32g1,f1_1r32g2,f1_1r32g3,f1_1r32g4,f1_1r32g5,f1_1r32_1g1,f1_1r32_1g2,f1_1r33,f1_1r33_1,f1_1r34,f1_1r34_1,f1_1r35,f1_1r35_1,f1_1r36g1,f1_1r36g2,f1_1r36g3,f1_1r36g4,f1_1r36g5,f1_1r37,f1_2r5,f1_2r6,f1_2r9g1,f1_2r9g2,f1_2r10,f1_2r11g1,f1_2r11g2,f1_2r12,f1_2r13,f1_2r14,raskr
1101,1,60,1,1,2019,1753,11901010038001753,1,19,1010038,1753,1,27636,29.10.2019,20191031,20191031,,7,3,,7,,,,1,30.10.2019,29.10.2019,,158001,,,,,,,,,,,2,,,1,131,01401363000,,2,1000,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,11,,,,1,,,,,,,,,,,,,,,9,,,,,6,,,,,,589,,589,,,,,5,20210319,20210319,1000,,,,2,,,1,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,31,20210309,9,20210413,1,,2,,1,,,,,4000.0,,,,,,,,,,,,,2,,,,,,,5,15,7,,,,,,,,,20210226,,,,,,,,,,,1
1101,2,62,1,1,1997,66951,19702010005066951,1,97,2010005,66951,1,1181,29.05.1997,20200301,20200301,,1,,,3,,,,1,10.07.1997,25.05.1997,,131002,    Â,,,,,,,,,,1,,,1,,01401365000,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,161,162,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,2,,,,,,589,,589,,,,,1,20210429,20210429,,,,,,,,1,,,,1,,,202,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,4,20210429,,,14,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,7,,,,,,,,,20210429,,,,,,,,,,,1
1101,1,62,1,1,2020,2077,12001010040002077,1,20,1010040,2077,1,19570,24.11.2020,20201130,20201130,,7,,,7,,,,1,30.11.2020,02.10.2020,9,160001,,,,,,,,,,,2,,,1,,01401365000,165,2,,63400,3,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,5,20210330,20210330,,,,,,,,,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,6,,,,67,,31,20210329,,,1,,3,,1,,,,,7087.0,,,,,,,,,,,,,2,,,,,,,5,,7,,,,,,,,,20210326,,,,,,,,,,,1
1101,1,60,1,1,2019,1714,11901010038001714,1,19,1010038,1714,1,5506,26.02.2016,20191027,20191027,,6,,,4,1030,213,2,1,24.10.2019,17.12.2015,,159003,,,,,,,,,,,1,,1,2,,01401363000,165,2,,1300,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,155,,,149,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,3,20210131,20210131,,,,,,,,,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210129,,,1,,,,1,,,,,980000.0,,,,,,,,,,41,43,,2,11,,,,,,3,,6,,,,,,,,,20210129,,,,,,,,,,,1
1101,1,70,1,1,2019,353,11901010051000353,1,19,1010051,353,1,5468,31.10.2019,20191031,20191031,,7,,,4,,,,1,31.10.2019,31.10.2019,,158003,    À,,,,,,,,,,1,,3,1,70105,01405000000,,3,,,17,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,91,,,,,162,,,,,,,,,,,,11,,,,1,,,,,,,,,,,,,,,10,,,,,7016,,,,900,,589,,589,,,,,2,20210420,20210420,,410,,,,,,1,5,,,1,,,202,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210414,,,1,,,,1,,,,,13733.0,,,,,,,,,,,,,18,2,,,,,,2,,7,79,1309,,,,,,,20210409,,,,,,,,,,,1
1101,1,60,1,1,2019,750,11901010038000750,1,19,1010038,750,1,11738,13.05.2019,20190515,20190515,,7,,,4,,,,1,13.05.2019,12.05.2019,,158002,    Â,,,,,,,,,,3,,3,1,70105,01401363000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,11,,,,1,,,,,,,,,,,,,,,10,,,,,3000,,,,,,589,,589,,,,,2,20210818,20210818,,,,,2,,,1,6,,,1,9,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210816,,,1,,2,,1,,,,,10000.0,,,,,,,,,,41,43,11,2,,,,,,,2,,7,,,,,,,,,20210813,,,,,,,,,,,1
1101,1,52,1,1,2019,126,11901010032000126,1,19,1010032,126,1,1381,06.07.2019,20190722,20190722,,7,,,4,,,,1,16.07.2019,06.07.2019,1,158002,   ÁÂ,,,,,,,,,,3,,3,1,70000,01256880001,,4,,,241,209,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,227,,,,,,,,,,,,11,12,28,,1,,,,,,,,,,,,,,,3,,,,,5000,,,,,,589,,589,,,,,2,20210826,20210826,,,,,,,,,,,,1,,,201,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210823,,,1,,,,1,,,,,6680.0,,,,,,,,,,11,,,2,,,,,,,2,,7,,1379,,,,,,,20210821,,,,,,,,,,,1
1101,11,147,1,1,2019,51,11911010001000051,1,19,11010001,51,1,118,20.06.2019,20190621,20190621,,84,,,27,,,,1,20.06.2019,25.01.2018,5,322002,,,,,,,,,,,3,,,1,,01222000000,,4,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,20210630,20210630,2000,,,,,,,,,,,,,,,,,,,,29,,,,29,,,,12,,155,,2,,,,,,31,20201113,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,84,,,,,,,,,20201113,,,,,,,,,,,1
1101,1,1,1,1,2019,184,11901010011000184,1,19,1010011,184,1,2072,27.04.2019,20190430,20190430,,7,,,4,,,,1,27.04.2019,14.04.2019,15,159004,,,,,,,,,,,1,,3,1,,01403000000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,49,,,,,,,,,,,137,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,10,,,,21435,,589,,589,,,,,3,20210705,20210705,,210,3,,1,,,,,,,1,9,,202,211,2,,,,589,,,,589,,1,,,,46,,7016,,,,,,1,20210630,,,1,5,,,1,,,,,47000.0,,,,,,,,,,,,,2,,,,,,,3,,7,,1378,,,,,,,20210630,,,,,,,,,,,1
1101,1,34,1,1,2019,66,11901010067000066,1,19,1010067,66,1,681,16.06.2019,20190627,20190627,,12,,,7,,,,1,26.06.2019,16.06.2019,,166001,,,,,,,,,,,3,,,1,70000,01237835001,,4,,,41,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,12,,,,1,,,,,,,,,,,,,,,10,,,,,2,,,,,,589,,589,,,,,5,20210219,20210219,,,,,3,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,9,20210216,,,7,,,,,,,,,,,,,,,,,,,11,,,2,,,,,,,24,,12,,,,,,,,,20210216,,,,,,,,,,,1
1101,1,59,1,1,2019,1203,11901010042001203,1,19,1010042,1203,1,12114,09.06.2019,20190625,20190625,,7,,,7,,,,1,19.06.2019,09.06.2019,7,158002,    Â,,,,,,,,,,3,,3,1,70105,01401370000,,2,,,,114,86,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,10,,,,,6,,,,,,589,,589,,,,,2,20210526,20210526,,,,,,,,,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210524,9,20210910,1,,,,1,,,,,5800.0,,,,,,,,,,,,,2,7,,,,1,,2,15,7,,,,,,,,,20210521,,,,,,,,,,,1
1101,1,27,1,1,2019,625,11901010024000625,1,19,1010024,625,1,8031,30.11.2019,20191206,20191206,,7,,,4,,,,1,02.12.2019,30.11.2019,15,158003,    À,,,,,,,,,,1,,3,1,112,01230000000,,4,,,17,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,227,,,,,,,,,,,,11,12,14,,1,,,,,,,,,,,,,,,,,,,,6,,,,,,589,,589,,,,,2,20211029,20211029,,,,,,,,,,,,1,,,202,,2,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20211029,,,1,,,,1,,,,,12599.0,,,,,,,,,,,,,2,,,,,1,,2,,7,64,1309,,,,,,,20211027,,,,,,,,,,,1
1101,1,27,1,1,2019,629,11901010024000629,1,19,1010024,629,1,7996,28.11.2019,20191209,20191209,,12,,,7,,,,1,05.12.2019,18.01.2019,,159001,,,,,,,,,,,2,,,1,,01230000000,,4,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,589,,589,,,,,5,20210220,20210220,,,,,,,,,,,,,,,,,,,,,589,,,,589,,2,,,,1,,2,,,,,,52,20210209,,,1,,,,1,,,,,2500.0,,,,,,,,,,,,,2,4,18,,,,,5,,7,56,1358,,,,,,,20210216,,,,,,,,,,,1
1101,1,62,1,1,2019,1079,11901010040001079,1,19,1010040,1079,1,11332,15.07.2019,20190731,20190731,,134,,,4,,,,1,25.07.2019,15.07.2019,1,228002,,,,,,,,,,,1,,1,1,,01401365000,,2,,,,8,,,,,,,,,,,,,,,,2407,,,,,,,,,1.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,,,,,,101,183,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20210531,20210531,,,,,,,,6,,,,1,9,,211,,2,,,,589,,589,,589,,1,,,,1,,2,,,,,,1,20210531,,,2,,,,,,,,,,,,,,,,,,,41,43,,2,11,,,,1,,2,,134,62,,,,,,,,20210529,,,,,,,,,,,1
1101,1,24,1,1,2019,115,11901010022000115,1,19,1010022,115,1,1451,25.06.2019,20190628,20190628,,2,,,4,,110,2,1,26.06.2019,15.05.2019,,158002,    Á,,,,,,,,,,3,,,1,70000,01226849001,,4,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,161,226,,,,,,,,,,,11,14,,,1,,,,,,1,,,,,,,,,4,,,,,5000,,,,,,589,,589,,,,,2,20210430,20210430,,,,,,,,,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,62,20210430,63,20210520,1,,1,,1,,,,,2830.0,,,,,,,,,,11,,,2,,,,,1,,2,15,7,,1309,,,,,,,20210430,,,,,,,,,,,1
1101,1,60,1,1,2019,751,11901010038000751,1,19,1010038,751,1,11788,14.05.2019,20190516,20190516,,7,,,7,,,,1,14.05.2019,13.05.2019,,158001,,,,,,,,,,,2,,,1,134,01401363000,165,2,1000,52000,68,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,5,20211020,20211020,1000,,,,,,,,,,,1,,,100,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,52,20211014,,,1,,,,1,,,,,4999.0,,,,,,,,,,,,,2,,,,,,,5,,7,,,,,,,,,20211019,,,,,,,,,,,1
1101,1,47,1,1,2019,115,11901010030000115,1,19,1010030,115,1,519,14.03.2019,20190516,20190516,,6,,,4,1033,213,6,1,13.05.2019,23.02.2019,,171002,    Á,,,,,,,,,,3,,2,2,108,01251857001,165,4,,1000,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,13,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,20210119,20210119,,,,,,,,,,,,,,,,,,,,,589,,,,,589,1,,,,1,,7016,,,,900,,1,20210119,,,1,,,,,,,,,,,,,,,,,,,,,,2,16,,,,,1,2,,6,,,,,,,,,20210107,,,,,,,,,,,1
1101,1,37,1,1,2020,353,12001010035000353,1,20,1010035,353,1,4189,23.11.2020,20201130,20201130,,12,,,7,,,,1,26.11.2020,13.11.2020,17,222004,,,,,,,,,,,2,,,1,,01240823007,,4,1100,,,,,11118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,136,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20210331,20210331,1100,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,6,,,,,,31,20210324,,,10,,,,,,,,,,,,,,,,,,,43,,,2,,,,,1,2,5,,7,,,,,,,,,20210318,,,,,,,,,,,1
1101,1,65,1,1,2020,3074,12001010039003074,1,20,1010039,3074,1,38267,21.11.2020,20201130,20201130,,14,,,7,,,,1,30.11.2020,20.11.2020,23,119001,,,,,,,,,,,2,,,1,70105,01401364000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,79,,,,,161,163,,,,,136,,,,,,,,,,1,,,,,,1,,,,,,,,,4,20,,,,6,,,,,,589,,589,,,,,5,20210129,20210129,,,,,,,,1,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,6,,,,,,31,20210128,9,20210216,31,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,5,15,14,,,,,,,,,20210122,,,,,,,,,,,1
1101,1,44,1,1,2019,67,11901010066000067,1,19,1010066,67,1,1622,01.07.2019,20190711,20190711,,7,,,4,,,,1,08.07.2019,29.06.2019,1,158002,    Â,,,,,,,,,,3,,3,1,,01248000000,,4,2000,,114,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,9,,,,,6,,,,800,,589,,589,,,,,2,20210218,20210218,2000,,,,,,,,,,,1,,,100,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210218,,,1,,1,,1,,,,,7797.0,,,,,,,,,,11,51,,2,,,,,,,2,,2,7,,,,,,,,20210214,,,,,,,,,,,1
1101,1,58,1,1,2019,1388,11901010027001388,1,19,1010027,1388,1,21555,30.11.2019,20191216,20191216,,7,,,4,,,,1,10.12.2019,30.11.2019,14,158002,    Â,,,,,,,,,,3,,3,1,70105,01416000000,,3,,,17,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,227,,,,,,,,,,,11,14,12,28,1,,,,,,1,,,,,,,,,3,4,,,,5000,,,,,,589,,589,,,,,2,20210129,20210129,,,,,,,,6,1,,,1,6,,202,,1,,,,589,,,,589,,1,,,,,1,2,,,,,,1,20210122,,,1,,,,1,,,,,7.0,,,,,,,,,,11,41,,2,18,,,,,,2,,7,70,,,3,,,,,20210120,,,,,,,,,,,1
1101,1,17,1,1,2020,11,12001010018000011,1,20,1010018,11,1,9304,28.12.2019,20200114,20200114,,12,,,7,,,,1,04.01.2020,23.12.2019,14,158010,,,,,,,,,,,2,,,1,134,01410000000,165,3,1000,52200,228,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,5,20210531,20210531,1000,,,,,,,,,,,1,,,101,,,,,,589,,,,589,,1,,,,1,,5000,,,,,,31,20210527,,,1,,,,1,,,,,455.0,,,,,,,,,,41,43,,2,18,,,,2,,5,,12,,,,,,,,,20210526,,,,,,,,,,,1
1101,1,52,1,1,2020,210,12001010032000210,1,20,1010032,210,1,2604,23.11.2020,20201130,20201130,,7,,,7,,,,1,27.11.2020,15.11.2020,,158001,,,,,,,,,,,2,,,1,70105,01256893001,,4,,,114,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,,,,,2,,,,,,589,,589,,,,,2,20210217,20210217,,,,,,,,1,,,,1,9,,202,211,1,,,,589,,,,589,,1,,,,1,,3000,,,,,,1,20210212,,,1,,,,1,,,,,4662.0,,,,,,,,,,,,,2,,,,,,,2,,7,,1309,,,,,,,20210209,,,,,,,,,,,1
1101,1,59,1,1,2020,2614,12001010042002614,1,20,1010042,2614,1,27244,10.11.2020,20201127,20201127,,14,,,7,,,,1,20.11.2020,10.11.2020,19,112002,    Ç,,,,,,,,,,3,,,1,70105,01401370000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,161,162,,,,,136,,,,,,,,,,1,,,,,,1,,,,,,,,,4,10,,,,2,,,,,,589,,589,,,,,5,20210529,20210529,,,,,,,,1,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,31,20210527,9,20210720,17,,,,,,,,,,,,,,,,,,,,,,2,7,,,,1,,5,15,14,,,,,,,,,20210511,,,,,,,,,,,1
1101,1,43,1,1,2020,408,12001010037000408,1,20,1010037,408,1,7166,02.12.2020,20201207,20201207,,6,,,5,,,,1,03.12.2020,20.02.2018,,159004,,,,,,,,,,,1,,2,2,,01247000000,165,4,,1200,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,3,20210228,20210228,,,,,,,,,,,,,,,,,,,,,,589,,,589,,2,,,,1,,7012,,,,,,1,20210225,,,1,,,,1,,,,,166192530.0,,,,,,,,,,41,43,,2,11,,,,,,3,,6,,1009,,,,,,,20210220,,,,,,,,,,,1
1101,1,65,1,1,2019,2105,11901010039002105,1,19,1010039,2105,1,30763,13.10.2019,20191016,20191016,,14,,,7,,,,1,13.10.2019,12.10.2019,21,228001,,,,,,,,,,,2,,6,1,,01401364000,,2,,,8,,,,,,,,,,,,,,,,,2403,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,87,,,,101,183,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20210319,20210319,,,,,2,3,,,5,6,,,,,,,,,,,589,,,,589,,1,,,,1,,1,,,,,,52,20210311,,,2,,,,,,,,,,,,,,,,,,,51,,,2,,,,,1,,2,,14,,,,,,,,,20210312,,,,,,,,,,,1
1101,1,59,1,1,2019,2523,11901010042002523,1,19,1010042,2523,1,26153,25.11.2019,20191209,20191209,,7,,,4,,,,1,03.12.2019,20.11.2019,20,158001,,,,,,,,,,,2,,,1,351,01401370000,,2,,,75,4,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,,,,,2,,,,,,589,,589,,,,,2,20210831,20210831,,,,,,,,,,,,1,,,200,202,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210825,,,1,,,,1,,,,,9000.0,,,,,,,,,,,,,2,,,,,,,2,,7,,,,,,,,,20210823,,,,,,,,,,,1
1101,1,43,1,1,2019,192,11901010008000192,1,19,1010008,192,1,2281,13.05.2019,20190515,20190515,,7,,,4,,,,1,13.05.2019,12.05.2019,2,158003,    À,,,,,,,,,,1,,3,1,70105,01247806001,,4,,,95,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,161,,,,,,,,,,,,11,14,,,1,,,,,,1,,,,,,,,,4,,,,,2,,,,,,589,,589,,,,,2,20210930,20210930,,,,,,,,,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210929,,,1,,1,,1,,,,,6000.0,,,,,,,,,,,,,2,,,,,,,2,,7,,11369,,,,,,,20210923,,,,,,,,,,,1
1101,2,29,1,1,2019,63,11902010014000063,1,19,2010014,63,1,350,10.04.2019,20190516,20190516,,6,1,,3,,,,1,13.05.2019,10.04.2019,17,291003,,,,,,,,,,,1,2,,12,510,01232816001,781,4,,75241,,,,,,,11,,,5,,,,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20210226,20210226,,,,,,,,,,,,,,,,,,,,,685,,,,589,,2,,13,,,167,2,,,,,,1,20210220,,,17,,,,19,,,,,15000.0,,,,,,,,,,,,,2,12,,,,,,1,,6,12,,,,,,,,20210218,,,,,,,,,,,1
1101,1,65,1,1,2019,1370,11901010039001370,1,19,1010039,1370,1,16886,06.06.2019,20190716,20190716,,12,,,7,,,,1,06.07.2019,06.06.2019,18,112001,,,,,,,,,,,2,,,1,,01401364000,,2,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,589,,589,,,,,2,20210430,20210430,1100,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,,6,,,,,1,20210430,,,5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,12,,,,,,,,,20210430,,,,,,,,,,,1
1101,1,60,1,1,2019,1873,11901010038001873,1,19,1010038,1873,1,29395,18.11.2019,20191128,20191128,,14,,,7,,,,1,19.11.2019,18.11.2019,,115002,    Â,,,,,,,,,,2,,,1,70105,01401363000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,162,,,,,,236,,,,,,,,,,1,,,,,,,,,,,,,,,9,10,,,,2,,,,,,589,,589,,,,,5,20210227,20210227,,,,,,,,1,,,,1,,,202,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,31,20210225,,,17,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,5,,14,,,,,,,,,20210219,,,,,,,,,,,1
