region,f1r1r1,f1r1r2,f1r2,f1r3r1,f1r3r2,f1r3r3,f1r3_3,f1r3_3r1,f1r3_3r2,f1r3_3r3,f1r3_3r4,f1r4,f1r5r1,f1r5r2,f1r6,f1r7,f1r8,f1r9,f1r9_1g1,f1r9_1g2,f1r10,f1r10_1,f1r10_2,f1r10_3,f1r11r1,f1r11r2,f1r12r1,f1r12r2,f1r13r1,f1r13r2,f1r13_1r1g1,f1r13_1r1g2,f1r13_1r1g3,f1r13_1r2g1,f1r13_1r2g2,f1r13_1r2g3,f1r13_1r3g1,f1r13_1r3g2,f1r13_1r3g3,f1r15,f1r16,f1r17,f1r18,f1r19,f1r19_1,f1r20,f1r21,f1r21_1,f1r22,f1r23g1,f1r23g2,f1r23g3,f1r23_1g1,f1r23_1g2,f1r23_1g3,f1r24g1,f1r24g2,f1r24g3,f1r25r1g1,f1r25r1g2,f1r25r1g3,f1r25r1g4,f1r25r2g1,f1r25r2g2,f1r25r2g3,f1r25r2g4,f1r25_1r1g1,f1r25_1r1g2,f1r25_1r1g3,f1r25_1r1g4,f1r25_1r1g5,f1r25_1r1g6,f1r25_1r1g7,f1r25_1r1g8,f1r25_1r1g9,f1r25_1r2g1,f1r25_1r2g2,f1r25_1r2g3,f1r25_1r2g4,f1r25_1r2g5,f1r25_1r2g6,f1r25_1r2g7,f1r25_1r2g8,f1r25_1r2g9,f1r25_2r1g1,f1r25_2r1g2,f1r25_2r1g3,f1r25_2r2g1,f1r25_2r2g2,f1r25_2r2g3,f1r25_3r1g1,f1r25_3r1g2,f1r25_3r1g3,f1r25_3r1g4,f1r25_3r1g5,f1r25_3r2g1,f1r25_3r2g2,f1r25_3r2g3,f1r25_3r2g4,f1r25_3r2g5,f1r25_4r1g1,f1r25_4r1g2,f1r25_4r1g3,f1r25_4r1g4,f1r25_4r1g5,f1r25_4r2g1,f1r25_4r2g2,f1r25_4r2g3,f1r25_4r2g4,f1r25_4r2g5,f1r26g1,f1r26g2,f1r26g3,f1r26g4,f1r26g5,f1r26g6,f1r27g1,f1r27g2,f1r27g3,f1r27g4,f1r27g5,f1r27g6,f1r28g1,f1r28g2,f1r28g3,f1r28g4,f1r28g5,f1r29,f1r29_1g1,f1r29_1g2,f1r29_1g3,f1r29_1g4,f1r30_1,f1r30_2,f1r30_3,f1r30_4,f1r30_5,f1r30_6,f1r30_7,f1r30_8,f1r30_9,f1r30_10,f1r30_11,f1r30_12,f1r31,f1r32r1,f1r32r2,f1r33g1,f1r33g2,f1r33g3,f1r33g4,f1r33g5,f1r34g1,f1r34g2,f1r34g3,f1r34g4,f1r35g1,f1r35g2,f1r36g1,f1r36g2,f1r37g1,f1r37g2,f1r38g1,f1r38g2,f1r38g3,f1r40,f1_1r5,f1_1r6,f1_1r9,f1_1r10,f1_1r11g1,f1_1r11g2,f1_1r12g1,f1_1r12g2,f1_1r12g3,f1_1r13g1,f1_1r13g2,f1_1r13g3,f1_1r13g4,f1_1r14g1,f1_1r14g2,f1_1r14g3,f1_1r15g1,f1_1r15g2,f1_1r16,f1_1r17g1,f1_1r17g2,f1_1r17g3,f1_1r18g1,f1_1r18g2,f1_1r18_1g1,f1_1r18_1g2,f1_1r19g1,f1_1r19g2,f1_1r20g1,f1_1r20g2,f1_1r21g1,f1_1r21g2,f1_1r22g1,f1_1r22g2,f1_1r23g1,f1_1r23g2,f1_1r23g3,f1_1r23g4,f1_1r24g1,f1_1r24g2,f1_1r25r1,f1_1r25r2,f1_1r25_1r1,f1_1r25_1r2,f1_1r26g1,f1_1r26g2,f1_1r27g1,f1_1r27g2,f1_1r28r1g1,f1_1r28r1g2,f1_1r28r1g3,f1_1r28r1g4,f1_1r28r1g5,f1_1r28r2g1,f1_1r28r2g2,f1_1r28r2g3,f1_1r28r2g4,f1_1r28r2g5,f1_1r29g1,f1_1r29g2,f1_1r29g3,f1_1r30g1,f1_1r30g2,f1_1r31g1,f1_1r31g2,f1_1r31g3,f1_1r32g1,f1_1r32g2,f1_1r32g3,f1_1r32g4,f1_1r32g5,f1_1r32_1g1,f1_1r32_1g2,f1_1r33,f1_1r33_1,f1_1r34,f1_1r34_1,f1_1r35,f1_1r35_1,f1_1r36g1,f1_1r36g2,f1_1r36g3,f1_1r36g4,f1_1r36g5,f1_1r37,f1_2r5,f1_2r6,f1_2r9g1,f1_2r9g2,f1_2r10,f1_2r11g1,f1_2r11g2,f1_2r12,f1_2r13,f1_2r14,raskr
1101,1,57,1,1,2019,1001,11901010049001001,1,19,1010049,1001,1,1151,16.07.2019,20190730,20190730,,6,1,,4,,,,1,26.07.2019,16.07.2018,,173011,,,,,,,,,,,2,,,2,,01405000000,165,3,,52000,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20211130,20211130,,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,7012,,,,2486,,52,20211126,,,1,,1,,,,,,,,,,,,,,,,,11,51,,2,6,11,,,,,2,,6,6,,,,,,,,20211126,,,,,,,,,,,1
1101,1,365,1,1,2019,899,11901010039000899,1,19,1010039,899,1,2814,28.04.2019,20190514,20190514,,2,,,4,,,,1,08.05.2019,12.03.2019,,330001,,,,,,,,,,,2,,,1,,01401364000,,2,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,7,,14,,1,,,,,,,,,,,,,,,,,,,,6,,,,800,,589,,589,,,,,2,20210730,20210730,,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,,2,,,,,52,20210724,,,1,,,,1,,,,,774842.0,,,,,,,,,,,,,7,,,,,1,,2,,2,,,,,,,,,20210729,,,,,,,,,,,1
1101,1,27,1,1,2019,622,11901010024000622,1,19,1010024,622,1,8029,30.11.2019,20191130,20191130,,7,,,7,,,,1,30.11.2019,30.11.2019,,158001,,,,,,,,,,,2,,,1,40000,01230890001,,4,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,6,,,,,,589,,589,,,,,2,20211029,20211029,,,,,,,,,,,,1,,,202,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20211029,,,1,,,,1,,,,,5000.0,,,,,,,,,,,,,2,,,,,1,,2,,7,,1309,,,,,,,20211027,,,,,,,,,,,1
1101,1,70,1,1,2019,310,11901010051000310,1,19,1010051,310,1,4783,26.09.2019,20190930,20190930,,7,,,7,,,,1,26.09.2019,26.09.2019,8,166001,,,,,,,,,,,3,,,1,,01405000000,,3,1100,,,45,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,11,12,14,29,1,,,,,,,,,,,,,,,,,,,,2,,,,,,589,,589,,,,,2,20210129,20210129,1100,,,,,,,1,,,,1,,,201,,1,,,,589,,,,589,,1,,,,1,,7016,,,,900,,1,20210127,,,7,,2,,,,,,,,,,,,,,,,,,,,2,11,,,,,,2,,7,,,,,,,,,20210111,,,,,,,,,,,1
1101,1,59,1,1,2019,2400,11901010042002400,1,19,1010042,2400,1,24543,02.11.2019,20191115,20191115,,7,,,7,,,,1,12.11.2019,02.11.2019,,118001,,,,,,,,,,,2,,,1,,01401370000,,2,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,63,,,,,,,,,,,,11,12,14,1,,1,,,,,,,,,,,,,9,,,,,6,,,,,,589,,589,,,,,5,20210119,20210119,1100,,,,,,,1,,,,1,,,200,102,1,,,,589,,,,589,,2,,,,1,,2,,,,,,31,20210114,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,1,5,,7,,,,,,,,,20210111,,,,,,,,,,,1
1101,1,70,1,1,2015,431046,11501010051431046,1,15,1010051,431046,1,172,16.02.2020,20200302,20200302,,125,,,4,,,,1,19.02.2015,30.08.2014,,159021,,,,,,,,,,,2,,,1,,01405000000,,3,,85300,,,4,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,2,20210119,20210119,,,,,,,,,,,,1,,,,,,,,,589,,,,589,,5,,,,1,,2,,,,,,1,20210115,,,1,,,,1,,,,,110000.0,,,,,,,,,,,,,2,,,,,,,2,,6,,,,,,,,,20201228,,,,,,,,,,,1
1101,1,58,1,1,2019,1120,11901010027001120,1,19,1010027,1120,1,16997,18.09.2019,20190927,20190927,,7,,,4,,,,1,24.09.2019,10.09.2019,9,159002,,,,,,,,,,,3,,3,1,,01416000000,,3,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,227,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7016,,,,,,589,,589,,,,,3,20210930,20210930,,,,,,,,,,,,1,,,101,,,,,,589,,,,589,,2,,,,1,,2,,,,,,1,20210928,,,1,,2,,1,,,,,24000.0,,,,,,,,,,41,,,2,,,,,,,3,,7,,,,,,,,,20210930,,,,,,,,,,,1
1101,11,147,1,1,2019,105,11911010001000105,1,19,11010001,105,1,257,15.11.2019,20191130,20191130,,84,,,27,,,,1,18.11.2019,17.08.2019,,322002,,,,,,,,,,,3,,,1,,01238000000,,4,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,20210122,20210122,2000,,,,,,,,,,,,,,,,,,,,29,,,,29,,,,7,,155,,2,,,,,,31,20210120,,,17,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,27,,84,61,,,,,,,,20210120,,,,,,,,,,,1
1101,1,60,1,1,2019,1575,11901010038001575,1,19,1010038,1575,1,23319,11.09.2019,20191007,20191007,,7,,,4,1032,113,7,1,01.10.2019,11.06.2019,,158003,    Ã,,,,,,,,,,1,,,1,,01401363000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,50,,,,,161,227,,,,,,,,,,,,,4,,1,,,,,,1,,,,,,,,,,,,,,6,,,,,,589,,589,,,,,2,20210120,20210120,,,,,,,,6,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210115,,,1,,,,1,,,,,1500.0,,,,,,,,,,43,,,2,,,,,,,2,,7,,1302,,,,,,,20210111,,,,,,,,,,,1
1101,1,24,1,1,2019,179,11901010022000179,1,19,1010022,179,1,2533,14.10.2019,20191022,20191022,,7,,,4,,,,1,17.10.2019,14.10.2019,,158002,    Â,,,,,,,,,,3,,3,1,70000,01226849001,,4,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5000,,,,,,589,,589,,,,,2,20210827,20210827,,,,,,,,,,,,1,,,201,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210826,,,1,,1,,1,,,,,7548.0,,,,,,,,,,,,,2,,,,,,,2,,7,,1379,,,,,,,20210825,,,,,,,,,,,1
1101,2,56,1,1,2007,201491,10702010010201491,1,7,2010010,201491,1,6730,13.07.2007,20070719,20070719,,1,,,3,,,,1,14.07.2007,13.07.2007,10,105001,,,,,,,,,,,4,,,1,70105,01204000000,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,3,4,,,,5000,,,,,,589,,589,,,,,1,20210831,20210831,,,,,,,,1,,,,,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,4,20210827,,,,,,,,,,,,,,,,,,,,,,11,43,41,2,,,,,,,1,,7,7,,,,,,,,20210831,,,,,,,,,,,1
1101,1,55,1,1,2018,36,11801010009000036,1,18,1010009,36,1,1701,18.05.2017,20180208,20180208,,7,,,4,1031,113,2,1,07.02.2018,25.12.2016,,159003,,,,,,,,,,,1,,1,1,,01259878001,,4,,,228,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,227,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,6,,,,3887,,589,,589,,,,,2,20210121,20210121,,,,,,,,,,,,1,,,,,,,,,589,,,,,589,1,,,,1,,2,,,,,,1,20210111,,,1,,,,1,,,,,443621.0,,,,,,,,,,,,,2,,,,,1,,2,,7,,,,,,,,,20210111,,,,,,,,,,,1
1101,1,55,1,1,2018,30,11801010009000030,1,18,1010009,30,1,347,31.01.2018,20180131,20180131,,7,,,4,,,,1,31.01.2018,26.01.2018,,158002,   ÀÁ,,,,,,,,,,3,,,1,102,01259835002,153,4,,1100,13,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,12,13,14,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,2,20210721,20210721,,410,,,,,,,,,,1,,,202,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210716,,,1,,,,1,,,,,70294.0,,,,,,,,,,11,,,2,,,,,1,,2,,7,,1308,,,,,,,20210716,,,,,,,,,,,1
1101,1,59,1,1,2018,235,11801010042000235,1,18,1010042,235,1,2115,02.02.2018,20180209,20180209,,7,,,4,,,,1,05.02.2018,31.01.2018,14,159004,,,,,,,,,,,1,,3,1,,01401370000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,137,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,,589,,589,,,,,3,20211012,20211012,,110,,,10,,,,,,,1,9,,111,,,,,,589,,,,589,,1,2,,,156,29,2,,,,,,1,20210915,,,1,,,,1,,,,,9900.0,,,,,,,,,,41,,,11,2,,,,,,3,,7,,,,,,,,,20210930,,,,,,,,,,,1
1101,1,61,1,1,2018,314,11801010041000314,1,18,1010041,314,1,4408,22.03.2017,20180306,20180306,,6,,,4,,110,2,1,02.03.2018,03.08.2015,,159007,,,,,,,,,,,1,,2,2,,01401367000,165,2,,1100,,4,91,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,3,20210131,20210131,,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,7012,,,,193399,,1,20210129,,,1,,,,1,,,,,25677000.0,,,,,,,,,,43,41,,2,11,,,,1,,3,,6,,,,,,,,,20210129,,,,,,,,,,,1
