region,f1r1r1,f1r1r2,f1r2,f1r3r1,f1r3r2,f1r3r3,f1r3_3,f1r3_3r1,f1r3_3r2,f1r3_3r3,f1r3_3r4,f1r4,f1r5r1,f1r5r2,f1r6,f1r7,f1r8,f1r9,f1r9_1g1,f1r9_1g2,f1r10,f1r10_1,f1r10_2,f1r10_3,f1r11r1,f1r11r2,f1r12r1,f1r12r2,f1r13r1,f1r13r2,f1r13_1r1g1,f1r13_1r1g2,f1r13_1r1g3,f1r13_1r2g1,f1r13_1r2g2,f1r13_1r2g3,f1r13_1r3g1,f1r13_1r3g2,f1r13_1r3g3,f1r15,f1r16,f1r17,f1r18,f1r19,f1r19_1,f1r20,f1r21,f1r21_1,f1r22,f1r23g1,f1r23g2,f1r23g3,f1r23_1g1,f1r23_1g2,f1r23_1g3,f1r24g1,f1r24g2,f1r24g3,f1r25r1g1,f1r25r1g2,f1r25r1g3,f1r25r1g4,f1r25r2g1,f1r25r2g2,f1r25r2g3,f1r25r2g4,f1r25_1r1g1,f1r25_1r1g2,f1r25_1r1g3,f1r25_1r1g4,f1r25_1r1g5,f1r25_1r1g6,f1r25_1r1g7,f1r25_1r1g8,f1r25_1r1g9,f1r25_1r2g1,f1r25_1r2g2,f1r25_1r2g3,f1r25_1r2g4,f1r25_1r2g5,f1r25_1r2g6,f1r25_1r2g7,f1r25_1r2g8,f1r25_1r2g9,f1r25_2r1g1,f1r25_2r1g2,f1r25_2r1g3,f1r25_2r2g1,f1r25_2r2g2,f1r25_2r2g3,f1r25_3r1g1,f1r25_3r1g2,f1r25_3r1g3,f1r25_3r1g4,f1r25_3r1g5,f1r25_3r2g1,f1r25_3r2g2,f1r25_3r2g3,f1r25_3r2g4,f1r25_3r2g5,f1r25_4r1g1,f1r25_4r1g2,f1r25_4r1g3,f1r25_4r1g4,f1r25_4r1g5,f1r25_4r2g1,f1r25_4r2g2,f1r25_4r2g3,f1r25_4r2g4,f1r25_4r2g5,f1r26g1,f1r26g2,f1r26g3,f1r26g4,f1r26g5,f1r26g6,f1r27g1,f1r27g2,f1r27g3,f1r27g4,f1r27g5,f1r27g6,f1r28g1,f1r28g2,f1r28g3,f1r28g4,f1r28g5,f1r29,f1r29_1g1,f1r29_1g2,f1r29_1g3,f1r29_1g4,f1r30_1,f1r30_2,f1r30_3,f1r30_4,f1r30_5,f1r30_6,f1r30_7,f1r30_8,f1r30_9,f1r30_10,f1r30_11,f1r30_12,f1r31,f1r32r1,f1r32r2,f1r33g1,f1r33g2,f1r33g3,f1r33g4,f1r33g5,f1r34g1,f1r34g2,f1r34g3,f1r34g4,f1r35g1,f1r35g2,f1r36g1,f1r36g2,f1r37g1,f1r37g2,f1r38g1,f1r38g2,f1r38g3,f1r40,f1_1r5,f1_1r6,f1_1r9,f1_1r10,f1_1r11g1,f1_1r11g2,f1_1r12g1,f1_1r12g2,f1_1r12g3,f1_1r13g1,f1_1r13g2,f1_1r13g3,f1_1r13g4,f1_1r14g1,f1_1r14g2,f1_1r14g3,f1_1r15g1,f1_1r15g2,f1_1r16,f1_1r17g1,f1_1r17g2,f1_1r17g3,f1_1r18g1,f1_1r18g2,f1_1r18_1g1,f1_1r18_1g2,f1_1r19g1,f1_1r19g2,f1_1r20g1,f1_1r20g2,f1_1r21g1,f1_1r21g2,f1_1r22g1,f1_1r22g2,f1_1r23g1,f1_1r23g2,f1_1r23g3,f1_1r23g4,f1_1r24g1,f1_1r24g2,f1_1r25r1,f1_1r25r2,f1_1r25_1r1,f1_1r25_1r2,f1_1r26g1,f1_1r26g2,f1_1r27g1,f1_1r27g2,f1_1r28r1g1,f1_1r28r1g2,f1_1r28r1g3,f1_1r28r1g4,f1_1r28r1g5,f1_1r28r2g1,f1_1r28r2g2,f1_1r28r2g3,f1_1r28r2g4,f1_1r28r2g5,f1_1r29g1,f1_1r29g2,f1_1r29g3,f1_1r30g1,f1_1r30g2,f1_1r31g1,f1_1r31g2,f1_1r31g3,f1_1r32g1,f1_1r32g2,f1_1r32g3,f1_1r32g4,f1_1r32g5,f1_1r32_1g1,f1_1r32_1g2,f1_1r33,f1_1r33_1,f1_1r34,f1_1r34_1,f1_1r35,f1_1r35_1,f1_1r36g1,f1_1r36g2,f1_1r36g3,f1_1r36g4,f1_1r36g5,f1_1r37,f1_2r5,f1_2r6,f1_2r9g1,f1_2r9g2,f1_2r10,f1_2r11g1,f1_2r11g2,f1_2r12,f1_2r13,f1_2r14,raskr
1120,1,15,1,1,2018,151459,11801200054151459,1,18,1200054,151459,1,20831,22.08.2018,20180831,20180831,,80,,,4,,,,1,22.08.2018,22.08.2018,7,158002,б,,,,,,,,,,3,,3,1,351,20401385000,,2,1100,,,96,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,,,,,,,,,,,,,,,,,11,14,,,1,,,,,,,,,,,,,,,,,,,,6,,,,2099,,589,,589,,,,,2,20210527,20210527,1100,,,,3,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,720,,,,,,62,20210420,63,20210430,,,,,1,,,,,21500.0,,,,,,,,,,,,,,,,,,,,2,15,7,12,,,,,,,,20210420,,,,,,,,,2,7,1
1120,1,15,1,1,2018,151511,11801200054151511,1,18,1200054,151511,1,21772,01.09.2018,20180924,20180924,,80,,,4,,,,1,02.09.2018,01.09.2018,23,166001,,,,,,,,,,,1,,,1,,20401385000,,2,1100,,4,45,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,,10,28,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,589,,589,,,,,2,20211003,20211003,1100,,,,3,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,62,20210707,63,20210714,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,11,11,,,,,,,,20210707,,,,,,,,,2,11,1
1120,1,15,1,1,2018,151689,11801200054151689,1,18,1200054,151689,1,22299,07.09.2018,20190531,20190531,,6,1,,4,,,,1,06.10.2018,02.08.2018,,160004,,,,,,,,,,,1,,2,1,108,20401385000,,2,,,4,5000,228,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,10,,,,1,,,,,,1,,,,,,,,,4,3,,,,7016,,,,986,,589,,589,,,,,2,20210902,20210902,,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,6,,,,80000,,1,20210826,,,1,,,,1,,,,,4059577.0,,,,,,,,,,41,,,,,,,,,,2,,10007,2,,,,,,,,20210826,20190630,20190630,1,,,1,,20190228,2,7,1
1120,1,8,1,1,2018,151783,11801200054151783,1,18,1200054,151783,1,25810,18.10.2018,20181029,20181029,,80,,,4,,,,1,18.10.2018,16.10.2018,17,159002,,,,,,,,,,,3,,3,1,,20401385000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,5000,,,,,,589,,589,,,,,2,20210703,20210703,,410,,,,,,,,,,,,,,,,,,,589,,,,589,,2,,,,1,,2,,,,,,1,20210405,,,1,,,,1,,,,,257000.0,,,,,,,,,,,,,,,,,,,,2,,10007,2,1359,,5,,,,,20210405,,,,,,,,,2,7,1
1120,1,15,1,1,2019,152150,11901200054152150,1,19,1200054,152150,1,29608,13.11.2019,20191126,20191126,,6,1,,4,,,,1,20.11.2019,25.07.2019,,159004,,,,,,,,,,,1,,2,1,,20401385000,,2,,,5000,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,2,20210803,20210803,,410,,,,,,,,,,1,,,102,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210730,,,,1,,,1,,,,,2617570.0,,,,,,,,,,,,,16,,,,,1,,2,,10007,64,,,,,,,,20210730,,,,,,,,,2,7,1
1120,1,65,1,1,2019,152191,11901200054152191,1,19,1200054,152191,1,24714,14.11.2019,20191128,20191128,,13,,,7,,,,1,23.11.2019,08.11.2019,,159001,,,,,,,,,,,2,,,1,134,20401385000,,2,1000,,114,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,3,20210524,20210524,1000,410,,,,,,,,,,1,,,102,,,,,,589,,,,589,,1,,,,1,,6,,,,800,,1,20210511,,,1,,,,1,,,,,143225.0,,,,,,,,,,,,,,,,,,,,3,,10007,3,1359,,,,,,,20210511,,,,,,,,,3,7,1
1120,1,8,1,1,2019,152245,11901200054152245,1,19,1200054,152245,1,37977,07.12.2019,20191217,20191217,,80,,,4,,,,1,07.12.2019,05.12.2019,18,159002,,,,,,,,,,,3,,3,1,,20401385000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,161,,,,,,,,,,,,10,,,,1,,,,,,1,,,,,,,,,3,,,,,6,,,,1087,,589,,589,,,,,3,20210703,20210703,,,,,,,,,,,,1,5,,202,,1,,,,589,,,,589,,2,,,,1,,2,,,,,,1,20210421,,,1,,,,1,,,,,100000.0,,,,,,,,,,,,,16,,,,,1,,3,,10007,61,11309,,,,,,,20210421,,,,,,,,,3,7,1
1120,1,15,1,1,2019,152318,11901200054152318,1,19,1200054,152318,1,30716,24.11.2019,20191228,20191228,,12,,,7,,,,1,22.12.2019,24.11.2019,19,158001,,,,,,,,,,,2,,,1,134,20401385000,,2,1000,,114,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,5,20210201,20210201,1000,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,31,20210127,,,1,,,,1,,,,,12593.0,,,,,,,,,,,,,,,,,,,,5,,7,,,,,,,,,20210127,,,,,,,,,5,7,1
1120,2,15,1,1,2020,150029,12002200006150029,1,20,2200006,150029,1,471,08.07.2020,20200731,20200731,,14,,,3,,,,1,17.07.2020,07.07.2020,18,319000,,,,,,,,,,,2,,,1,151,20401385000,,2,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,10,,,,100461,,589,,589,,,,,1,20210630,20210630,1000,,,,,,,1,,,,1,,,202,,,1,,,589,,,,589,,1,,,,1,,6,,,,6899,,1,20210623,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,61,,,,,,,,20210623,,,,,,,,,1,14,1
1120,2,15,1,1,2020,150047,12002200006150047,1,20,2200006,150047,1,612,02.09.2020,20200930,20200930,,6,,,3,,,,1,29.09.2020,31.07.2020,,290002,,,,,,,,,,,3,,6,12,,20401385000,160,2,,65000,8004,,,,,,13,,,5,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20210430,20210430,,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,10,,,,2450,,1,20210331,,,1,,,,1,,,,,50000.0,,,,,,,,,,,,,16,,,,,1,,1,,6,6,1059,1059,,,,,,20210331,,,,,,,,,1,6,1
1120,2,15,1,1,2020,150057,12002200006150057,1,20,2200006,150057,1,795,05.11.2020,20201109,20201109,,6,1,,3,,,,1,05.11.2020,09.11.2017,19,159003,,,,,,,,,,,1,,3,1,144,20401385000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,161,98,,,,,137,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,6,,,,6087,,589,,589,,,,,1,20210504,20210504,,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,10,,,,2450,,1,20210331,,,1,,,,1,,,,,60000.0,,,,,,,,,,,,,16,,,,,1,,1,,6,6,1059,1059,,,,,,20210331,,,,,,,,,1,6,1
1120,2,15,1,1,2020,150061,12002200006150061,1,20,2200006,150061,1,830,12.11.2020,20201116,20201116,,6,1,,3,,,,1,12.11.2020,24.07.2017,19,159003,,,,,,,,,,,1,,3,1,144,20401385000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,161,98,,,,,137,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,2,,,,,,589,,589,,,,,1,20210430,20210430,,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,10,,,,2450,,1,20210331,,,1,,,,1,,,,,100000.0,,,,,,,,,,,,,16,,,,,1,,1,,6,6,1059,1059,,,,,,20210331,,,,,,,,,1,6,1
1120,2,15,1,1,2020,150062,12002200006150062,1,20,2200006,150062,1,832,12.11.2020,20201116,20201116,,6,1,,3,,,,1,12.11.2020,06.02.2018,17,159003,,,,,,,,,,,1,,3,1,144,20401385000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,227,98,161,,,,137,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,6,,,,2045,,589,,589,,,,,1,20210430,20210430,,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,10,,,,2450,,1,20210331,,,1,,,,1,,,,,70000.0,,,,,,,,,,,,,16,,,,,1,,1,,6,6,1059,1059,,,,,,20210331,,,,,,,,,1,6,1
1120,1,15,1,1,2020,150065,12001200054150065,1,20,1200054,150065,1,842,10.01.2020,20200129,20200129,,80,,,4,,,,1,10.01.2020,04.01.2020,17,158002,б,,,,,,,,,,3,,3,1,,20401385000,,2,1100,,114,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,227,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,3,,,,5000,,,,,,589,,589,,,,,2,20210218,20210218,1100,,,,,,,5,6,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210210,,,1,,,,1,,,,,20000.0,,,,,,,,,,11,,,2,16,18,,,1,,2,,7,7,1309,,,,,,,20210210,20201207,20201207,3,,1,1,,20201123,2,7,1
1120,1,15,1,1,2020,150076,12001200054150076,1,20,1200054,150076,1,1011,11.01.2020,20200123,20200123,,80,,,4,,,,1,11.01.2020,11.01.2020,16,158002,аб,,,,,,,,,,3,,3,1,70102,20401385000,,2,,,2,49,243,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,227,,,,,,101,,,,,,12,14,,,1,,,,,,,,,,,,,,,,,,,,6,,,,2300,,589,,589,,,,,2,20210528,20210528,,,,,,,,6,,,,1,9,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210526,,,1,,,,1,,,,,30502.0,,,,,,,,,,,,,16,,,,,1,,2,,7,2,1359,,,,,,,20210526,20200813,20200813,1,3,1,7,,20200313,2,7,1
1120,1,15,1,1,2020,150080,12001200054150080,1,20,1200054,150080,1,1103,12.01.2020,20200120,20200120,,13,,,7,,,,1,12.01.2020,12.01.2020,18,158001,,,,,,,,,,,2,,,1,134,20401385000,,2,1000,,6000,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,2099,,589,,589,,,,,5,20210728,20210728,1000,,,,,,,6,,,,,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,31,20210331,9,20210630,1,,,,1,,,,,3490.0,,,,,,,,,,,,,,,,,,,,5,15,12,12,,,,,,,,20210331,,,,,,,,,5,12,1
1120,1,15,1,1,2020,150224,12001200054150224,1,20,1200054,150224,1,3321,05.02.2020,20200219,20200219,,80,,,4,,,,1,05.02.2020,05.02.2020,9,158002,аб,,,,,,,,,,3,,3,1,70000,20401385000,,2,,,6000,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,227,,,,,,,,,,,,14,28,,,1,,,,,,,,,,,,,,,,,,,,6000,,,,,,589,,589,,,,,2,20210607,20210607,,,,,,,,6,,,,1,9,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210526,,,,,,,1,,,,,25550.0,,,,,,,,,,,,,16,,,,,1,,2,,12,12,,,,,,,,20210526,,,,,,,,,2,12,1
1120,1,15,1,1,2020,150232,12001200054150232,1,20,1200054,150232,1,3447,06.02.2020,20200219,20200219,,80,,,4,,,,1,06.02.2020,06.02.2020,11,158003,ю,,,,,,,,,,1,,3,1,70112,20401385000,,2,,,17,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,227,,,,,,,,,,,,11,12,14,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,589,,589,,,,,2,20210528,20210528,,,,,,,,6,,,,1,9,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210526,,,1,,,,1,,,,,49574.0,,,,,,,,,,,,,16,,,,,1,,2,,7,2,1359,,,,,,,20210526,,,,,,,,,2,7,1
1120,1,15,1,1,2020,150552,12001200054150552,1,20,1200054,150552,1,7993,23.03.2020,20200328,20200328,1,134,1,,4,,,,1,27.03.2020,23.03.2020,19,228013,юа,,,,,,,,,,4,2,6,1,,20401385000,,2,1100,,8,,,,,,,,,,,,,,,,,2406,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,90,48,87,,,101,,,,,,137,108,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20211003,20211003,1100,410,,,2,,,6,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210930,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,134,,2579,2579,,,,,,20210930,,,,,,,,,2,134,1
1120,1,15,1,1,2019,150493,11901200054150493,1,19,1200054,150493,1,7959,02.04.2019,20190409,20190409,,13,,,7,,,,1,02.04.2019,28.03.2019,7,158001,,,,,,,,,,,2,,,1,351,20401385000,,2,1100,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,6,,,,2099,,589,,589,,,,,2,20210903,20210903,1100,,,,,,,6,1,,,1,,,102,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210831,,,1,,,,1,,,,,4000.0,,,,,,,,,,,,,,,,,,,,2,,12,12,,,,,,,,20210831,,,,,,,,,2,12,1
1120,1,8,1,1,2019,151545,11901200054151545,1,19,1200054,151545,1,22529,29.08.2019,20190929,20190929,,80,,,4,,,,1,01.09.2019,29.08.2019,13,158003,б,,,,,,,,,,1,,1,1,351,20401385000,,2,1100,,4,81,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,13,28,1,,,,,,,,,,,,,,,3,,,,,6,,,,92300,,589,,589,,,,,3,20210504,20210504,1100,410,,,,,,,,,,1,2,,101,,1,,,,589,,,,589,,2,,1,,222,,2000,,,,,,1,20210309,,,1,,,,1,,,,,507300.0,,,,,,,,,,11,,,,,,,,,,3,,7,7,,,,,,,,20210309,,,,,,,,,3,7,1
1120,1,15,1,1,2020,150623,12001200054150623,1,20,1200054,150623,1,8494,27.03.2020,20200428,20200428,1,2,,,4,,,,1,10.04.2020,27.03.2020,,158002,ю,,,,,,,,,,3,2,,1,,20401385000,,2,1100,,6000,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,2,20210216,20210216,1100,410,,,,,,,,,,1,,,202,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210210,,,1,,1,,,,,,,,,,,,,,,,,11,,,18,16,,,,1,,2,,7,2,11302,,,,,,,20210210,,,,,,,,,2,7,1
1120,1,15,1,1,2020,150753,12001200054150753,1,20,1200054,150753,1,14346,26.05.2020,20200529,20200529,,80,,,4,,,,1,26.05.2020,26.05.2020,10,158002,б,,,,,,,,,,3,,3,1,351,20401375000,,2,1100,,94,4,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,161,,,,,,,,,,,11,,,,1,,,,,,1,,,,,,,,,4,,,,,6,,,,2099,,589,,589,,,,,2,20210902,20210902,1100,,,,,,,6,1,,,1,,,102,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210831,,,1,,,,1,,,,,32500.0,,,,,,,,,,,,,16,,,,,1,,2,,7,7,,,,,,,,20210831,,,,,,,,,2,7,1
1120,1,15,1,1,2020,150905,12001200054150905,1,20,1200054,150905,1,14236,25.05.2020,20200526,20200526,,80,,,4,,,,1,25.05.2020,25.05.2020,1,162003,,,,,,,,,,,1,,,1,70105,20401385000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,227,161,,,,,,,,,,,14,28,,,1,,,,,,1,,,,,,,,,4,3,,,,5000,,,,,,589,,589,,,,,2,20210204,20210204,,410,,,,,,1,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,6,5000,,,2067,,1,20210121,,,1,,,,1,,,,,1500.0,,,,,,,,,,,,,2,16,,,,1,,2,,7,2,1309,,,,,,,20210121,20201021,20201021,1,,,7,,20201016,2,7,1
1120,1,15,1,1,2020,150957,12001200054150957,1,20,1200054,150957,1,15366,04.06.2020,20200624,20200624,,80,,,4,,,,1,04.06.2020,04.06.2020,6,158002,аб,,,,,,,,,,3,,3,1,73000,20401385000,,2,1100,,6000,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,227,,,,,,,,,,,,12,28,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,589,,589,,,,,2,20210402,20210402,1100,,,,,,,5,,,,1,,,100,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210330,,,1,,,,1,,,,,5403.0,,,,,,,,,,,,,,,,,,,,2,,12,64,,,,,,,,20210330,20200825,20200825,1,,1,9,,20200804,2,12,1
1120,1,65,1,1,2020,150959,12001200054150959,1,20,1200054,150959,1,15416,04.06.2020,20200624,20200624,,80,,,4,,,,1,05.06.2020,29.05.2020,,159003,,,,,,,,,,,1,2,1,1,,20401385000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,12,28,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,3,20210518,20210518,,410,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,6,,,,800,,1,20210511,,,1,,,,,,,,,,,,,,,,,,,11,41,51,2,18,,,,1,6,3,,10007,3,1359,,,,,,,20210511,,,,,,,,,3,7,1
1120,1,15,1,1,2020,151131,12001200054151131,1,20,1200054,151131,1,18251,29.06.2020,20200714,20200714,,80,,,4,,,,1,01.07.2020,29.06.2020,15,158003,ц,,,,,,,,,,1,,3,1,144,20401385000,,2,1000,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,162,161,,,,,,,,,,,10,,,,1,,,,,,1,,,,,,,,,4,10,,,,6,,,,2086,,589,,589,,,,,2,20210201,20210201,1000,,,,,,,6,5,,,1,,,202,,2,,,,589,,,,589,,5,,,,1,,2,,,,,,1,20210128,,,1,,,,1,,,,,115000.0,,,,,,,,,,11,,,18,16,,,,1,,2,,7,,,,,,,,,20210128,,,,,,,,,2,7,1
1120,1,15,1,1,2020,151176,12001200054151176,1,20,1200054,151176,1,19113,08.07.2020,20200720,20200720,,80,,,4,,,,1,08.07.2020,08.07.2020,9,158002,б,,,,,,,,,,3,,3,1,351,20401385000,,2,1100,,17,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,10,,,,1,,,,,,,,,,,,,,,3,,,,,5000,,,,,,589,,589,,,,,2,20210902,20210902,1100,,,,,,,6,1,,,1,,,102,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210831,,,1,,,,1,,,,,6000.0,,,,,,,,,,,,,,,,,,,,2,,7,7,1309,1309,,,,,,20210831,20201231,20201231,1,3,,1,4,20201209,2,7,1
1120,1,61,1,1,2020,151199,12001200054151199,1,20,1200054,151199,1,19553,11.07.2020,20200720,20200720,,80,,,4,,,,1,11.07.2020,11.07.2020,22,158002,б,,,,,,,,,,3,,3,1,70105,20401385000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,161,,,,,,,,,,,12,,,,1,,,,,,1,,,,,,,,,4,,,,,6,,,,2099,,589,,589,,,,,2,20210930,20210930,,,,,,,,,,,,1,,,202,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210917,,,1,,2,,1,,,,,23500.0,,,,,,,,,,,,,,,,,,,,2,,7,12,,,,,,,,20210917,20201226,20201226,3,,,1,,20201212,2,7,1
1120,1,15,1,1,2020,151213,12001200054151213,1,20,1200054,151213,1,19834,14.07.2020,20200731,20200731,,80,,,4,,,,1,14.07.2020,14.07.2020,11,158002,б,,,,,,,,,,3,,3,1,351,20401385000,,2,1100,,17,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,161,,,,,,,,,,,14,,,,1,,,,,,1,,,,,,,,,4,,,,,2,,,,,,589,,589,,,,,2,20210531,20210531,1100,,,,,,,6,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210528,,,1,,,,1,,,,,8000.0,,,,,,,,,,,,,16,,,,,1,,2,,7,64,1379,,,,,,,20210528,,,,,,,,,2,7,1
