region,f1r1r1,f1r1r2,f1r2,f1r3r1,f1r3r2,f1r3r3,f1r3_3,f1r3_3r1,f1r3_3r2,f1r3_3r3,f1r3_3r4,f1r4,f1r5r1,f1r5r2,f1r6,f1r7,f1r8,f1r9,f1r9_1g1,f1r9_1g2,f1r10,f1r10_1,f1r10_2,f1r10_3,f1r11r1,f1r11r2,f1r12r1,f1r12r2,f1r13r1,f1r13r2,f1r13_1r1g1,f1r13_1r1g2,f1r13_1r1g3,f1r13_1r2g1,f1r13_1r2g2,f1r13_1r2g3,f1r13_1r3g1,f1r13_1r3g2,f1r13_1r3g3,f1r15,f1r16,f1r17,f1r18,f1r19,f1r19_1,f1r20,f1r21,f1r21_1,f1r22,f1r23g1,f1r23g2,f1r23g3,f1r23_1g1,f1r23_1g2,f1r23_1g3,f1r24g1,f1r24g2,f1r24g3,f1r25r1g1,f1r25r1g2,f1r25r1g3,f1r25r1g4,f1r25r2g1,f1r25r2g2,f1r25r2g3,f1r25r2g4,f1r25_1r1g1,f1r25_1r1g2,f1r25_1r1g3,f1r25_1r1g4,f1r25_1r1g5,f1r25_1r1g6,f1r25_1r1g7,f1r25_1r1g8,f1r25_1r1g9,f1r25_1r2g1,f1r25_1r2g2,f1r25_1r2g3,f1r25_1r2g4,f1r25_1r2g5,f1r25_1r2g6,f1r25_1r2g7,f1r25_1r2g8,f1r25_1r2g9,f1r25_2r1g1,f1r25_2r1g2,f1r25_2r1g3,f1r25_2r2g1,f1r25_2r2g2,f1r25_2r2g3,f1r25_3r1g1,f1r25_3r1g2,f1r25_3r1g3,f1r25_3r1g4,f1r25_3r1g5,f1r25_3r2g1,f1r25_3r2g2,f1r25_3r2g3,f1r25_3r2g4,f1r25_3r2g5,f1r25_4r1g1,f1r25_4r1g2,f1r25_4r1g3,f1r25_4r1g4,f1r25_4r1g5,f1r25_4r2g1,f1r25_4r2g2,f1r25_4r2g3,f1r25_4r2g4,f1r25_4r2g5,f1r26g1,f1r26g2,f1r26g3,f1r26g4,f1r26g5,f1r26g6,f1r27g1,f1r27g2,f1r27g3,f1r27g4,f1r27g5,f1r27g6,f1r28g1,f1r28g2,f1r28g3,f1r28g4,f1r28g5,f1r29,f1r29_1g1,f1r29_1g2,f1r29_1g3,f1r29_1g4,f1r30_1,f1r30_2,f1r30_3,f1r30_4,f1r30_5,f1r30_6,f1r30_7,f1r30_8,f1r30_9,f1r30_10,f1r30_11,f1r30_12,f1r31,f1r32r1,f1r32r2,f1r33g1,f1r33g2,f1r33g3,f1r33g4,f1r33g5,f1r34g1,f1r34g2,f1r34g3,f1r34g4,f1r35g1,f1r35g2,f1r36g1,f1r36g2,f1r37g1,f1r37g2,f1r38g1,f1r38g2,f1r38g3,f1r40,f1_1r5,f1_1r6,f1_1r9,f1_1r10,f1_1r11g1,f1_1r11g2,f1_1r12g1,f1_1r12g2,f1_1r12g3,f1_1r13g1,f1_1r13g2,f1_1r13g3,f1_1r13g4,f1_1r14g1,f1_1r14g2,f1_1r14g3,f1_1r15g1,f1_1r15g2,f1_1r16,f1_1r17g1,f1_1r17g2,f1_1r17g3,f1_1r18g1,f1_1r18g2,f1_1r18_1g1,f1_1r18_1g2,f1_1r19g1,f1_1r19g2,f1_1r20g1,f1_1r20g2,f1_1r21g1,f1_1r21g2,f1_1r22g1,f1_1r22g2,f1_1r23g1,f1_1r23g2,f1_1r23g3,f1_1r23g4,f1_1r24g1,f1_1r24g2,f1_1r25r1,f1_1r25r2,f1_1r25_1r1,f1_1r25_1r2,f1_1r26g1,f1_1r26g2,f1_1r27g1,f1_1r27g2,f1_1r28r1g1,f1_1r28r1g2,f1_1r28r1g3,f1_1r28r1g4,f1_1r28r1g5,f1_1r28r2g1,f1_1r28r2g2,f1_1r28r2g3,f1_1r28r2g4,f1_1r28r2g5,f1_1r29g1,f1_1r29g2,f1_1r29g3,f1_1r30g1,f1_1r30g2,f1_1r31g1,f1_1r31g2,f1_1r31g3,f1_1r32g1,f1_1r32g2,f1_1r32g3,f1_1r32g4,f1_1r32g5,f1_1r32_1g1,f1_1r32_1g2,f1_1r33,f1_1r33_1,f1_1r34,f1_1r34_1,f1_1r35,f1_1r35_1,f1_1r36g1,f1_1r36g2,f1_1r36g3,f1_1r36g4,f1_1r36g5,f1_1r37,f1_2r5,f1_2r6,f1_2r9g1,f1_2r9g2,f1_2r10,f1_2r11g1,f1_2r11g2,f1_2r12,f1_2r13,f1_2r14,raskr
1118,1,1,1,1,2020,1012,12001180032001012,1,20,1180032,1012,1,13075,03.09.2020,20200908,20200908,,80,,,4,,,,1,03.09.2020,03.09.2020,,158002,ÂÃ,,,,,,,,,,3,,3,1,,18401363000,,2,1100,,114,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,228,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,3,,,,6,,,,2899,,589,,589,,,,,2,20210531,20210531,1100,,,,,,,,,,,1,,,201,202,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210531,,,1,,,,1,,,,,8000.0,,,,,,,,,,,,,2,,,,,1,,2,,7,,,,,,,,,20210531,20210525,20210525,,,1,1,,20210520,2,7,1
1118,2,1,1,1,2019,88,11902180029000088,1,19,2180029,88,1,148,05.07.2019,20190715,20190715,,6,1,,3,,,,1,08.07.2019,30.12.2018,,159001,,,,,,,,,,,2,,,11,,18401363000,,2,,,4,,,,,,,,,7,,,,40000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20210131,20210131,,,,,,,,,,,,1,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210129,,,1,,,,1,,,,,200000.0,,,,,,,,23,25,14,54,,2,,,,,1,,1,,6,,1058,,,,,,,20210129,,,,,,,,,,,1
1118,1,1,1,1,2020,333,12001180032000333,1,20,1180032,333,1,3495,05.03.2020,20200313,20200313,,80,,,4,,,,1,05.03.2020,05.03.2020,17,158003,À,,,,,,,,,,1,,3,1,70105,18401363000,,2,,,232,17,95,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,161,227,,,,,,,,,,,10,12,,,1,,,,,,1,,,,,,,,,4,3,,,,5000,,,,,,589,,589,,,,,2,20210228,20210228,,,,,,,,,,,,1,,,101,,2,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210226,,,1,,,,1,,,,,27500.0,,,,,,,,,,,,,2,,,,,1,,2,,7,,,,,,,,,20210226,20210228,20210228,3,,1,1,,20210218,2,7,1
1118,1,1,1,1,2020,440,12001180032000440,1,20,1180032,440,1,4078,16.03.2020,20200330,20200330,,80,,,4,,,,1,26.03.2020,16.03.2020,9,158002,ÂÃ,,,,,,,,,,3,,3,1,,18401363000,,2,1100,,114,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,228,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,10,,,,20061,,589,,589,,,,,2,20210430,20210430,1100,,,,,,,,,,,1,,,200,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210430,,,1,,2,,1,,,,,7000.0,,,,,,,,,,,,,2,,,,,1,,2,,7,,,,,,,,,20210430,20210430,20210430,3,,1,1,,20210419,2,7,1
1118,1,1,1,1,2020,444,12001180032000444,1,20,1180032,444,1,4810,29.03.2020,20200331,20200331,,80,,,4,,,,1,29.03.2020,29.03.2020,,158002,Â,,,,,,,,,,3,,3,1,76000,18401363000,,2,,,2,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,10,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,2899,,589,,589,,,,,2,20210430,20210430,,,,,,,,,,,,1,,,200,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210430,,,1,,2,,1,,,,,39200.0,,,,,,,,,,,,,2,,,,,1,,2,,7,62,,,,,,,,20210430,20210430,20210430,3,,1,1,,20210419,2,7,1
1118,1,1,1,1,2020,106,12001180032000106,1,20,1180032,106,1,1158,23.01.2020,20200127,20200127,,80,,,4,,,,1,23.01.2020,30.11.2018,,159004,,,,,,,,,,,1,,2,1,70105,18401363000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,162,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,10,,,,12,,,,2399,,589,,589,,,,,2,20211130,20211130,,,,,,,,,,,,2,,,,,,,,,589,,,,589,,1,,,,1,,6,,,,899,,1,20211130,,,1,,,,1,,,,,14527000.0,,,,,,,,,,,,,2,,,,,1,,2,,7,,,,,,,,,20211130,20211130,20211130,3,4,1,1,,20211115,2,7,1
1118,1,1,1,1,2020,1108,12001180032001108,1,20,1180032,1108,1,13139,03.04.2020,20201007,20201007,,80,,,4,,,,1,01.10.2020,03.09.2020,7,158002,Â,,,,,,,,,,3,,3,1,76000,18401363000,,2,,,2,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,7,10,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,589,,589,,,,,2,20210228,20210228,,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,6,,,,2899,,1,20210226,,,1,,,,1,,,,,8000.0,,,,,,,,,,,,,,,,,,,,2,,7,,,,,,,,,20210226,20210228,20210228,6,,1,1,,20210217,2,7,1
1118,1,1,1,1,2020,1121,12001180032001121,1,20,1180032,1121,1,14410,30.09.2020,20200930,20200930,,80,,,4,,,,1,30.09.2020,28.09.2020,,158002,Â,,,,,,,,,,3,,3,1,131,18401363000,,2,1000,,94,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,227,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,2,,,,,,589,,589,,,,,2,20210531,20210531,1000,,,,,,,,,,,1,,,201,202,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210531,,,1,,,,1,,,,,19500.0,,,,,,,,,,,,,2,,,,,1,,2,,7,,,,,,,,,20210531,20210525,20210525,,,1,1,,20210520,2,7,1
1118,1,1,1,1,2020,836,12001180032000836,1,20,1180032,836,1,10723,21.07.2020,20200731,20200731,,80,,,4,,,,1,30.07.2020,21.07.2020,,158002,Â,,,,,,,,,,3,,3,1,,18401363000,,2,,,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,161,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,6,,,,2899,,589,,589,,,,,2,20210531,20210531,,,,,,,,,,,,1,,,201,202,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210531,,,1,,,,1,,,,,42000.0,,,,,,,,,,,,,2,,,,,1,,2,,7,64,,1702,,,,,,20210531,20210525,20210525,,,1,1,,20210520,2,7,1
1118,1,1,1,1,2020,1142,12001180032001142,1,20,1180032,1142,1,14701,07.10.2020,20201009,20201009,,80,,,4,,,,1,07.10.2020,02.10.2020,,158002,Â,,,,,,,,,,3,,3,1,76000,18401363000,,2,,,2,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,228,,,,,,,,,,7,11,,,,1,,,,,,1,,,,,,,,,4,,,,,2,,,,,,589,,589,,,,,2,20210531,20210531,,,,,,,,,,,,1,,,201,202,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210531,,,1,,,,1,,,,,7000.0,,,,,,,,,,,,,2,,,,,1,,2,,7,,,,,,,,,20210531,20210525,20210525,,,1,1,,20210520,2,7,1
1118,1,1,1,1,2020,1179,12001180032001179,1,20,1180032,1179,1,14948,11.10.2020,20201022,20201022,,80,,,4,,,,1,16.10.2020,06.10.2020,15,158002,Â,,,,,,,,,,3,,3,1,,18401363000,,2,1100,,114,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,161,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,6,,,,2899,,589,,589,,,,,2,20210531,20210531,1100,,,,,,,,,,,1,,,201,202,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210531,,,1,,,,1,,,,,6000.0,,,,,,,,,,,,,,,,,,,,2,,7,64,1702,1702,,,,,,20210531,20210525,20210525,,,1,1,,20210520,2,7,1
1118,1,1,1,1,2020,207,12001180032000207,1,20,1180032,207,1,2178,10.02.2020,20200212,20200212,,80,,,4,,,,1,11.02.2020,25.01.2020,,158002,Â,,,,,,,,,,3,,3,1,70105,18401363000,,2,,,114,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,228,162,,,,,,,,,7,10,,,,1,,,,,,1,,,,,,,,,4,10,,,,2,,,,,,589,,589,,,,,2,20210630,20210630,,,,,,,,1,,,,1,,,102,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210630,,,1,,,,1,,,,,5500.0,,,,,,,,,,,,,2,,,,,1,,2,,7,,,,,,,,,20210630,20210630,20210630,3,,1,1,,20210601,2,7,1
1118,1,1,1,1,2020,221,12001180032000221,1,20,1180032,221,1,2316,13.02.2020,20200228,20200228,,80,,,7,,,,1,20.02.2020,25.01.2020,,166001,,,,,,,,,,,3,,,1,8,18401363000,,2,1001,,45,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,6,10,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,2899,,589,,589,,,,,5,20210531,20210531,1001,,,,,,,6,1,,,1,,,202,,1,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210526,,,7,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,5,,7,,,,,,,,,20210526,20210531,20210531,4,,1,1,,20210524,5,7,1
1118,1,1,1,1,2020,883,12001180032000883,1,20,1180032,883,1,11359,01.08.2020,20200812,20200812,,80,,,4,,,,1,09.08.2020,01.08.2020,,158002,Â,,,,,,,,,,3,,3,1,,18401363000,,2,,,114,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,228,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,,,6,,,,2899,,589,,589,,,,,2,20210430,20210430,,,,,,,,,,,,,,,,,,,,,589,,,,589,,1,,,,1,,2,,,,,,1,20210430,,,1,,2,,1,,,,,15000.0,,,,,,,,,,,,,,,,,,,,2,,7,,,,,,,,,20210430,20210430,20210430,,,1,1,,20210427,2,7,1
